app_id,is_multiplayer,price,rating,release_date,required_age,title
15710,0,2.99,-1,"2008-08-28 00:00:00",0,"Oddworld: Abe's Exoddus®"
15740,0,4.99,-1,"2010-12-20 00:00:00",0,"Oddworld: Munch's Oddysee"
15750,0,9.99,-1,"2010-12-20 00:00:00",0,"Oddworld: Stranger's Wrath HD"
15800,0,9.99,-1,"2008-06-30 00:00:00",0,"Planet Busters"
15900,0,9.99,-1,"2008-06-10 00:00:00",0,"7 Wonders II"
15910,0,9.99,-1,"2008-06-10 00:00:00",0,"Luxor Amun Rising"
15920,0,9.99,-1,"2008-06-10 00:00:00",0,"Luxor 2"
15930,0,9.99,-1,"2008-06-10 00:00:00",0,"Luxor 3"
15950,0,9.99,-1,"2008-06-10 00:00:00",0,Reaxxion
15960,0,9.99,-1,"2008-06-10 00:00:00",0,"Little Farm"
15970,0,9.99,-1,"2008-06-10 00:00:00",0,Luxor
16000,0,9.99,-1,"2008-07-29 00:00:00",0,"Discovery! A Seek and Find Adventure"
16020,0,9.99,-1,"2008-10-31 00:00:00",0,"Samantha Swift and the Hidden Roses of Athena"
16030,0,9.99,-1,"2008-11-14 00:00:00",0,"7 Wonders: Treasures of Seven"
16040,0,9.99,-1,"2008-12-15 00:00:00",0,"Luxor: Quest for the Afterlife "
16060,0,9.99,-1,"2009-04-29 00:00:00",0,"Samantha Swift and the Golden Touch"
16100,0,9.99,-1,"2008-05-12 00:00:00",0,"Virtual Villagers: A New Home"
16110,0,9.99,-1,"2008-05-12 00:00:00",0,"Virtual Villagers: The Lost Children"
16120,0,9.99,-1,"2008-05-12 00:00:00",0,"Plant Tycoon"
16130,0,9.99,-1,"2008-05-12 00:00:00",0,"Fish Tycoon"
16180,0,9.99,-1,"2008-05-28 00:00:00",0,"Virtual Villagers - The Secret City"
16200,0,9.99,-1,"2009-05-06 00:00:00",0,"Virtual Families"
16500,0,2.99,-1,"2008-05-22 00:00:00",0,"Chaos Theory"
16600,1,9.99,-1,"2008-05-28 00:00:00",0,"Trials 2: Second Edition"
16620,0,19.99,-1,"2009-01-29 00:00:00",0,"Monster Trucks Nitro "
17120,0,2.49,-1,"2008-09-22 00:00:00",0,"Children of the Nile: Alexandria"
17180,0,9.99,-1,"2008-11-19 00:00:00",0,"Mosby's Confederacy"
17440,0,19.99,-1,"2008-12-19 00:00:00",0,"SPORE™ Creepy & Cute Parts Pack"
17500,1,0,-1,"2008-10-03 00:00:00",0,"Zombie Panic! Source"
17510,1,0,-1,"2008-10-03 00:00:00",0,"Age of Chivalry"
17520,1,0,-1,"2008-10-03 00:00:00",0,Synergy
17530,1,0,-1,"2008-10-03 00:00:00",0,"D.I.P.R.I.P. Warm Up"
17550,1,0,-1,"2009-02-06 00:00:00",0,"Eternal Silence"
17570,1,0,-1,"2010-02-12 00:00:00",0,"Pirates, Vikings, and Knights II"
17580,1,0,-1,"2009-02-06 00:00:00",0,Dystopia
17700,1,0,-1,"2008-10-03 00:00:00",0,"INSURGENCY: Modern Infantry Combat"
17730,1,0,-1,"2009-06-01 00:00:00",0,Smashball
17740,1,0,-1,"2008-07-28 00:00:00",0,"Empires Mod"
18000,0,7.99,-1,"2008-05-21 00:00:00",17,"Precipice of Darkness, Episode One"
18020,0,7.99,-1,"2008-11-07 00:00:00",17,"Precipice of Darkness, Episode Two"
18300,0,4.99,-1,"2008-10-20 00:00:00",0,Spectraball
18600,1,9.99,-1,"2009-01-22 00:00:00",0,"Mayhem Intergalactic"
18820,1,4.99,-1,"2010-01-12 00:00:00",0,"Zero Gear"
19020,1,9.99,-1,"2010-04-21 00:00:00",0,"Puzzle Chronicles"
19080,0,9.99,-1,"2010-05-07 00:00:00",0,Biozone
19200,0,4.99,-1,"2008-08-21 00:00:00",0,"Tank Universal"
19320,0,4.99,-1,"2012-03-16 00:00:00",0,"Space Ark"
19500,0,4.99,-1,"2008-07-31 00:00:00",0,"Eternity's Child"
20200,1,19.99,-1,"2008-10-21 00:00:00",0,"Galactic Bowling"
20700,0,9.99,-1,"2008-11-03 00:00:00",0,Starscape
21300,0,4.99,-1,"2008-09-30 00:00:00",0,"Gravitron 2"
21400,0,9.99,-1,"2008-10-03 00:00:00",0,"Project Aftermath"
21500,0,4.99,-1,"2008-11-13 00:00:00",0,Pyroblazer®
21600,0,0,-1,"2009-03-09 00:00:00",0,"Age of Booty™"
21910,0,9.99,72,"2009-03-13 00:00:00",0,"World In Conflict: Soviet Assault"
22500,1,9.99,-1,"2009-02-11 00:00:00",0,Spectromancer
23300,0,5.99,-1,"2009-05-26 00:00:00",0,Yosumin!™
23700,1,14.99,-1,"2009-04-27 00:00:00",0,"Puzzle Kingdoms"
24010,0,29.99,-1,"2015-09-17 00:00:00",0,"Train Simulator 2016"
24400,1,9.99,-1,"2009-11-24 00:00:00",0,"King Arthur - The Role-playing Wargame"
24410,1,9.99,-1,"2009-10-08 00:00:00",0,"Crusaders: Thy Kingdom Come"
24640,0,19.99,-1,"2010-09-01 00:00:00",0,"Trainz: Classic Cabon City"
24650,0,19.99,-1,"2010-10-01 00:00:00",0,"Trainz Settle and Carlisle"
24660,0,19.99,-1,"2010-10-22 00:00:00",0,"Trainz: Murchison 2"
24670,1,29.99,-1,"2011-06-08 00:00:00",0,"Trainz™ Simulator 12"
24780,0,19.99,-1,"2010-07-20 00:00:00",0,"SimCity™ 4 Deluxe Edition"
24800,0,19.99,-1,"2009-10-06 00:00:00",0,"Command & Conquer: Red Alert 3 - Uprising"
25010,0,9.99,-1,"2010-10-08 00:00:00",0,"Lugaru HD"
25500,1,2.99,-1,"2009-10-28 00:00:00",0,"Cricket Revolution"
25620,0,9.99,-1,"2010-07-12 00:00:00",0,"Eschalon: Book II"
25990,1,9.99,-1,"2009-09-04 00:00:00",0,"Majesty Gold HD"
27020,0,4.99,-1,"2009-03-09 00:00:00",0,"The Graveyard"
27040,0,0,79,"2009-06-08 00:00:00",0,"The Path - Prologue"
27050,0,6.99,-1,"2009-11-04 00:00:00",0,Fatale
27200,1,19.99,-1,"2009-04-02 00:00:00",0,"Summer Athletics"
27600,0,9.99,-1,"2009-03-20 00:00:00",0,"Mevo and The Grooveriders"
27800,0,9.99,-1,"2009-03-19 00:00:00",0,"Space Giraffe"
27810,0,9.99,-1,"2010-02-22 00:00:00",0,"Gridrunner Revolution"
27900,0,4.99,-1,"2009-09-16 00:00:00",0,"Twin Sector"
27920,1,4.99,-1,"2010-04-23 00:00:00",0,"Booster Trooper"
27940,0,9.99,-1,"2011-07-27 00:00:00",0,"Dead Horde"
29120,0,4.99,-1,"2009-11-12 00:00:00",0,"Yumsters 2: Around the World"
29130,0,4.99,-1,"2009-03-19 00:00:00",0,"Musaic Box"
29140,1,0,-1,"2009-03-19 00:00:00",0,Between
29150,0,0,-1,"2009-03-19 00:00:00",0,Mightier
29800,0,1.99,-1,"2009-03-19 00:00:00",0,Caster
